Region,Latitude,Longitude,Green_Space_Area_sqm,AQI,PM2.5,PM10,Rainfall_mm,Season,Transit_Stops,CO2_Emission_Private_g_per_km,CO2_Emission_Public_g_per_km,Travel_Time_mins,Road_Quality_Index,Traffic_Congestion_Index,Average_Vehicle_Speed_kmph
Guindy,13.156017740352354,80.16478504304166,2916,128,74.22960723465073,51.71376530579699,407,Summer,12,456.7466958865033,116.26740866307478,19,77,2,38.97487229489796
Villivakkam,12.818265940184641,80.25360005445374,1095,132,47.5024845459716,116.22265109367017,322,Rainy,14,475.03832604675597,65.05750071074833,41,83,8,27.410381637496148
Nungambakkam,12.880763015846293,80.16866497627541,2646,150,92.62629306624758,79.51966196210769,75,Rainy,12,166.00668781088652,81.25735291410652,19,97,5,38.86924293247279
Chromepet,13.162940183340776,80.17178398819938,4185,91,84.94983056887388,136.70400578781795,455,Rainy,13,489.3928172611586,72.26755598114518,41,99,6,23.846830828115223
VIT Chennai,13.036706251995465,80.28953861431447,4285,92,64.40903419846934,85.92362902161071,58,Winter,15,470.9807441090539,60.41796411415501,58,66,8,57.99932797016655
VIT Chennai,13.164756037652047,80.13201315374566,4546,64,88.27080310678207,134.19798755239324,214,Rainy,14,121.44039722732103,162.80489184428734,23,91,6,40.00455748387102
Ambattur,12.92655424871826,80.26090993794125,3328,138,46.221272344788765,55.54394070663208,340,Summer,14,217.20115325614285,187.48106279032515,32,76,2,45.72135008727438
Ambattur,12.869789264521762,80.28461579246964,4498,91,73.48546349320074,148.95987348531338,482,Rainy,15,189.65667498400984,151.82926801158607,53,81,5,22.443320264288232
VIT Chennai,12.951227834079031,80.11412514053522,4704,67,36.53717622862264,130.45478665106316,418,Winter,13,392.19825185624376,198.68149009175877,44,78,7,20.572892173329883
Purasaiwakkam,13.02814964580126,80.2628319092477,1637,77,66.00730897619798,92.71291882273329,353,Rainy,19,441.64892162557777,162.01058199932032,56,98,3,31.615751449280506
Chromepet,13.039896791335241,80.1986086998048,1590,86,53.90852510655051,50.947710729382564,64,Rainy,8,204.9194024726955,102.40107520975918,32,85,4,39.29559484094885
Sholinganallur,12.960814675990289,80.11273831551149,4846,109,49.99452144595827,67.50551401938303,479,Rainy,18,373.6472983647907,83.33054185954339,18,67,5,26.582496682914737
Sholinganallur,13.197839491117495,80.29637534215372,2529,129,79.94740453428895,142.42510357614952,404,Summer,17,463.24278691418937,69.12159900291857,54,87,3,21.42681988512082
Ambattur,12.806288005583879,80.2699211466386,3649,92,67.4033358583978,130.6439277030741,275,Summer,7,169.46274630995188,157.07086605742643,37,78,2,48.04932158496436
Triplicane,13.150265311434282,80.14070445473918,1278,105,41.97612131870721,105.27757778808082,305,Winter,10,181.5557617027239,139.44709464545906,28,78,9,23.36502405529673
Thoraipakkam,12.964021801659994,80.28924705047349,2903,122,86.50009578447444,84.66402655410299,485,Rainy,8,396.46659864274335,124.8050000595522,48,97,2,33.520233565077575
Kolathur,13.144827456382032,80.19490842602643,3527,101,66.33708782488334,137.18595304898298,242,Summer,9,414.50773477283053,128.73078647190567,42,66,7,20.511185192407375
Sholinganallur,12.857332165326666,80.1100269819736,3089,140,79.91961238702184,105.45014845790797,409,Rainy,6,165.06434251792066,135.34652518154616,38,69,4,20.87558947897538
Ambattur,12.933576845326327,80.21473524017684,1512,143,30.756944409585127,70.83848663033037,79,Rainy,5,311.329868924868,155.8369567651962,38,58,6,20.63180378065158
Ambattur,13.192800559588182,80.15630020260811,4249,73,79.9222207491808,125.87993802041214,471,Summer,10,396.55910690523314,171.95305330260112,25,67,5,38.9332890971038
Pallikaranai,13.041588796847671,80.17005916222274,4400,135,89.83874598333462,116.84908078774247,419,Summer,5,372.322137622961,79.05516368039497,16,96,7,35.134616142218476
Royapettah,13.04834064647597,80.16880343903661,4876,126,49.333750867053325,88.58982747186936,265,Summer,16,217.69993546188505,158.46187371455252,50,74,9,20.936702473868422
Thoraipakkam,13.156076950417019,80.19624305203996,3802,106,34.51984284426551,53.78436235770737,77,Winter,18,209.92637939886475,167.15511246287008,44,58,8,29.96674794520308
Vadapalani,12.845745492529295,80.22275196755868,1456,99,44.68551127595029,64.67643906179231,244,Rainy,17,236.22018664357304,51.3347376013844,35,66,1,25.797656785455647
Chromepet,13.144213152174899,80.18296311798622,1881,67,78.97014831664859,112.14229135159789,186,Rainy,6,371.25856427734385,145.3300549360856,47,94,6,53.43830319837056
Anna Nagar,13.154778403285743,80.11088084503147,4734,86,65.10689599292044,138.43382563345506,200,Winter,7,218.4004083661382,56.60257441366207,30,94,9,41.72509824987044
Chromepet,13.03335196329891,80.25284516904064,4706,142,48.82473895858824,74.590961368267,295,Rainy,6,460.24849594850394,114.09092373889985,46,97,5,42.41463246318507
T. Nagar,13.169022901009537,80.19579705597833,4675,118,85.28334153086684,85.34148171956983,488,Winter,12,186.79596375232958,99.79470358459878,32,96,9,33.60913369903838
Thiruvanmiyur,13.075851607503711,80.18503544382774,2383,140,52.07815975102522,116.7832019709859,172,Rainy,17,208.99868030246247,107.21024390315625,56,99,4,25.533151663530177
Mogappair,12.876686969090777,80.24847078327542,1617,78,44.56030782677695,136.9968629295746,437,Winter,15,408.4090119117699,160.68766499042277,16,78,2,31.923619394238347
Adyar,13.181733662555427,80.18370637389494,2044,88,36.469152227088166,146.16904263072905,457,Winter,9,132.8141325853648,158.8003867984089,50,75,7,48.67316203136548
Perambur,13.118887079561127,80.14801900455826,3109,100,98.26862513410175,52.9827648015859,260,Summer,10,417.37131508419026,58.26234970520108,16,79,9,41.97367208061269
Avadi,13.14306997714787,80.11211359391051,4245,143,70.9744757702417,81.02723621745602,143,Summer,5,489.7501058246189,103.03585666283351,18,97,6,42.933530207429236
Thiruvanmiyur,12.849824550651018,80.21118382331369,4219,107,46.02017193271989,111.85297035486604,222,Summer,16,439.26593813905697,111.9385909153732,49,80,4,54.781108906233776
Vadapalani,12.838024175502479,80.14558784148531,4257,97,64.5906082257367,65.1053528866968,114,Rainy,17,480.5575275101789,129.55641757781643,52,95,2,30.788103768446682
Thiruvanmiyur,13.069773628479728,80.19178883482877,3284,150,31.20735654598599,71.23747031604111,462,Rainy,11,292.22604087656225,105.28342591967234,52,91,1,33.34948914018956
Velachery,13.043382677233483,80.10465878983632,2728,110,68.88659901789244,139.9866362424604,394,Winter,11,423.41082884678315,161.63294362811598,35,84,2,56.53259085465032
Vadapalani,12.95429180463553,80.13183973129962,4207,132,91.56561089005754,90.2271571662981,413,Summer,13,252.60359151067559,115.5880178913687,24,81,5,42.57342653599459
Tambaram,12.863686680372735,80.17703669247389,4896,68,80.17100319896875,94.96207853858323,169,Summer,16,168.9616243285953,162.35733009883853,45,75,7,50.771192541309574
Mogappair,12.997551978356979,80.24367382523178,4220,101,98.39701079607603,93.46993952062431,113,Summer,6,427.7533295595702,153.28596414672836,57,69,4,41.351814559981506
Nungambakkam,12.87159244022944,80.26290253041327,4059,89,70.60601637660085,118.50702233311829,288,Winter,7,274.97442249501194,80.63074280876174,26,76,9,51.924085617352304
Pallikaranai,12.849000128212188,80.17027205210232,3749,91,32.889794428028644,123.66982832195575,276,Summer,11,218.37450179973587,153.04336236411154,53,67,5,34.34334775438886
Kolathur,13.148264749223983,80.29757555617616,4493,73,88.88206485814959,122.67559183298744,412,Summer,18,194.03248186759816,195.67161002388775,20,77,4,57.048435435869244
Porur,13.007799210758643,80.23781194693835,4450,115,32.60435433591961,127.50400603600878,320,Summer,13,266.7660036751101,132.55542271926015,37,65,9,33.70075523736021
Poonamallee,12.927639426870305,80.28450754584757,3949,146,46.576662272557,99.43757960399573,360,Summer,11,447.4163526069616,93.30886666199203,58,52,5,54.25973107813471
Chromepet,13.087762653514378,80.10259773795445,1707,97,68.47593342977467,105.14267989285456,109,Summer,19,142.17299516993234,199.48799726196,42,83,7,42.411321423770715
Teynampet,13.185725074270977,80.13714351952753,3595,129,75.88325914449408,99.18654841433411,101,Rainy,17,482.6029123380255,159.76452626776438,17,97,9,51.85789806825728
Perambur,12.806430317521961,80.14230752057654,4259,79,99.8652459646229,127.26988152241503,262,Summer,10,442.99493281653923,153.45817011429443,43,52,8,58.59523199603466
Thoraipakkam,12.899544171985054,80.29691230467553,1427,115,86.91276464396684,125.97212148413371,374,Summer,12,397.056780719546,102.41798195823822,39,81,4,42.506429278694384
T. Nagar,12.932523394983196,80.15881230036666,3182,121,39.43585811563087,51.95807697803958,99,Rainy,17,244.16550274628648,147.1626548088538,54,95,2,31.234287344712076
Velachery,12.874605172937056,80.27361024578207,1712,131,76.54897345474626,82.00133051170303,292,Summer,10,312.57183672586325,179.43964396859238,28,63,5,34.92972371253913
Kolathur,13.100186441943471,80.28592728464987,1860,123,36.32939872592879,83.70121245349708,232,Winter,10,391.33515404104384,84.2096899609779,52,69,9,49.60608842895639
Medavakkam,13.147512624928275,80.21633816205559,4546,88,72.28659595582596,52.96324098378623,201,Summer,10,455.0350141671165,132.17432207394336,59,65,2,28.330632483230048
Thiruvanmiyur,12.973576599828998,80.17553309685006,4254,102,66.92141451812789,131.37231587763065,387,Winter,6,364.83886064463434,109.11783910790754,47,97,8,46.60603749066315
Thiruvanmiyur,12.94102621412,80.25751711115811,4203,94,44.46476231546751,129.1994506891774,375,Rainy,11,453.20412403660515,134.18047464500756,32,64,8,31.97739729937677
VIT Chennai,12.956455646304345,80.19251492169757,4893,117,93.6370203349559,51.02236963495995,415,Winter,10,238.81934215760725,195.93109939703308,37,78,8,28.376344739080803
Chromepet,12.871916845559815,80.16065443754725,4072,60,57.965439775983846,128.49360128654436,387,Rainy,9,409.63293891665666,136.4404701251185,19,78,9,52.54103253654637
Medavakkam,12.945807987411559,80.28858452503552,4634,96,75.15375631457844,120.68724105889437,269,Rainy,19,217.2420410153478,192.85154720047814,37,62,3,22.578767905920373
Poonamallee,12.882221923405293,80.11743972253214,3090,116,87.52638629454364,146.8959168483919,293,Rainy,12,117.29533977175781,135.97436334506486,36,99,7,44.85506847857331
Ambattur,12.92370374614629,80.12614822926302,2091,84,78.11095329386806,57.037005780333736,295,Winter,13,277.9481920299998,165.41554080397606,32,81,3,21.283899132441846
Villivakkam,13.090325796756524,80.17749126849955,4121,147,67.86544924043551,83.16271515849463,158,Winter,12,494.6894424494709,86.89660523823915,50,82,2,34.057042587790804
Medavakkam,13.159631712516164,80.16162747392113,4527,115,96.53036922416537,115.18725304751584,69,Rainy,17,361.6773258869201,199.5544867762245,19,51,7,29.761924450961263
Kodambakkam,12.905432164715963,80.22726121934868,1991,93,52.91095939921331,121.66326807244907,152,Rainy,7,449.11220763594025,96.05332556634309,50,68,3,45.232235502178696
Mogappair,13.129019892305415,80.12344099123229,2709,114,39.45198241220051,61.75075841782143,402,Winter,5,180.7914776809422,154.7834380731535,45,79,6,46.41804606152445
Kodambakkam,12.837278954205214,80.2343773363562,2895,92,87.51251529008772,116.68251732751096,301,Summer,16,454.7627712742704,119.40003958461006,54,60,5,43.838996359911626
Saidapet,13.056640088024643,80.209421904138,4605,144,69.03558039122335,146.46149529670282,462,Winter,9,426.0239281468282,66.14578384312128,30,73,9,37.81721872378462
Kolathur,13.170000965770544,80.1555719784012,1335,120,98.65223215571764,104.7021823694387,73,Summer,11,378.3159637697886,52.20429152957611,24,74,7,21.247334095080177
Velachery,13.162823799296739,80.10091770544275,4462,72,68.53669739922915,99.18203418512375,401,Winter,10,123.14641562529388,169.1109132786306,52,98,4,35.07603033827886
Porur,13.129292688260138,80.28175803863405,2648,112,77.95473405475872,117.83820485901055,197,Rainy,5,113.177529385566,136.87932432576872,34,68,8,38.20659978368212
Teynampet,13.12698510211683,80.2237790617941,2411,86,40.253426662312336,141.10901825923233,301,Winter,15,288.4880343806187,100.39127701287188,58,66,2,25.610729055150934
Mogappair,13.054378422314803,80.27027892245052,3877,101,40.26362765115975,138.3740946839332,312,Summer,9,100.2063298240043,105.74727820803666,16,52,9,30.76707212695487
Chromepet,13.198477309210666,80.20596352630491,2735,94,60.01580253604774,51.595283677158264,66,Summer,9,369.0401771488058,107.79029977687637,36,96,3,26.418533839690106
Villivakkam,12.888649652456252,80.19291127413177,4460,63,47.82926592726639,121.1796940962302,496,Winter,17,160.8162175408764,168.43561165664357,43,71,5,26.449360590707446
Tambaram,13.071412567354074,80.22984282938204,4445,130,96.63852431790261,124.45924207116988,205,Winter,14,323.51183367660167,156.76607036756496,18,84,8,37.830737840258706
Vadapalani,12.983339204794394,80.12820275167228,3005,71,59.93975354215385,96.61839988264677,222,Winter,15,448.3252775688302,144.5820529999114,37,71,3,53.080878281900624
Villivakkam,13.085622717136555,80.22290698160354,4392,103,95.07786249292342,89.37593615163254,437,Rainy,9,492.91264271785934,55.05739339390211,39,66,1,40.30355879709215
Kolathur,12.968431966683838,80.19784153770091,2599,89,39.08813999924434,85.61277549532474,214,Summer,12,401.74862640929,152.56010428818695,23,70,9,59.09715666272939
Chromepet,13.0085061180029,80.10995131383063,3511,130,99.57625547526199,91.66633739789317,102,Rainy,6,380.1917630157353,121.36739101719891,41,53,8,29.593696226701447
Sholinganallur,13.17622232545716,80.23264725744359,4588,95,50.92331226174985,122.6855163485513,274,Rainy,11,318.509057914665,178.6231904100603,39,96,9,37.83726157318942
VIT Chennai,12.979288593173047,80.19404900612037,2743,147,73.59233692970622,137.73440562943443,353,Rainy,12,482.98291718217905,145.64043975389492,18,83,2,43.23972990234931
Sholinganallur,12.936109993207829,80.15517166717747,1897,149,70.90243114471892,80.91675929153178,156,Winter,19,424.1645695354738,169.03332788184474,43,92,3,54.30368854424557
Guindy,12.877359664111015,80.13376246912973,1947,112,99.66556948386199,97.69518018038781,114,Winter,14,474.9830527224842,158.47152678348016,19,89,2,30.595827785031872
Vadapalani,13.106040705598415,80.28017392188677,2058,124,88.49070841369473,65.78230349359674,134,Winter,8,459.93146645188875,169.24592857863215,47,53,7,30.085790724740285
Medavakkam,13.015026295167221,80.10253170536559,3240,119,43.89343123059379,115.21243208518956,483,Summer,5,100.00026571670388,129.00757919524062,35,69,8,30.025614339847735
Sholinganallur,13.13498698283403,80.24557261997225,3816,124,68.94665575079244,85.68138647295947,366,Summer,12,454.6028132327538,114.4627595626069,20,93,3,36.031012856816666
Purasaiwakkam,13.061172542720897,80.29125847458955,4385,145,44.268503854725324,61.828698927602666,83,Summer,10,245.1072481330876,153.25442758583344,24,57,8,36.70274789633359
Tambaram,13.15064726874393,80.11679634093578,1921,99,62.46879360365725,121.02598773768565,488,Summer,9,180.22309802917928,102.16849634780495,21,90,1,29.171098699467677
Adyar,12.831878469416756,80.20166176305146,4745,109,43.79738669873153,144.61704357595048,341,Rainy,19,157.56691615569096,117.51400913225993,51,79,6,32.70241584509241
Thiruvanmiyur,12.977157919518223,80.1833572612455,4819,68,71.06053379699256,58.487860197013,292,Summer,18,139.10560520297545,100.92485317879036,27,76,6,41.2127713726711
Perambur,12.977924990691953,80.15717172982258,4421,91,87.2236498636974,75.52205747048734,286,Summer,10,459.9433820946358,170.25886271970143,45,99,2,32.91117528501918
Kodambakkam,13.143163680324758,80.23104548796674,2747,74,32.60323904465807,59.249151516497356,299,Rainy,7,146.75069042678962,184.9383879107154,57,75,6,47.130689398199195
Ambattur,12.939061294246956,80.12088364149587,2425,146,87.2959290595239,79.32811942105243,142,Winter,18,468.0538236491074,73.67773097449844,34,51,9,57.871941101740404
Kolathur,13.159967581725834,80.26216366622319,2828,148,40.98843600819355,82.31265081473366,388,Rainy,16,323.74909714965247,82.33392952092117,23,60,8,53.32312838710216
T. Nagar,13.01075706625317,80.22363221231655,4404,60,80.91727576187344,81.58580595347091,174,Rainy,17,131.97691132451953,58.44445998901058,38,54,4,58.625612151055265
T. Nagar,12.895013241318502,80.2970620368796,3613,126,95.06857217246034,121.61012377112571,142,Summer,9,190.47170353856126,141.78796016614163,20,79,7,50.28662779460075
Adyar,12.906697900585744,80.16284548070031,4633,96,62.92058229800453,118.77807613985894,260,Winter,6,448.1624566486451,196.95036704447446,43,65,2,32.96142157996919
Tambaram,13.12720142706008,80.22991662085356,1659,123,39.43449088479929,64.5814069643166,379,Rainy,18,475.81159931485365,54.68761702306955,36,51,2,35.59938704502722
Kodambakkam,13.056637535850244,80.29815077755454,4771,84,73.75728787534675,90.31094219512262,334,Rainy,18,445.1637858139162,98.4523563354283,33,76,4,59.69006988120243
Thoraipakkam,12.996396015300308,80.20654870845675,2976,72,33.66490001521415,110.27012120050946,479,Summer,9,145.67071307901767,194.17195028740707,32,61,3,21.2348558702939
Villivakkam,13.162905766124256,80.23831434713043,4068,75,88.61611652604759,56.97206670474575,433,Rainy,16,245.20425528119728,118.82506406631107,33,62,1,50.82637673586257
Ambattur,12.863771309325902,80.17983628560711,2162,77,34.14252093818548,109.23117848184242,362,Winter,9,224.1292016977273,64.69291841653848,58,88,5,53.66037318182524
Villivakkam,13.000811470273257,80.12346291186394,1448,131,32.74701539501225,141.53430744757367,358,Rainy,17,267.2435274250096,138.1930367701902,15,50,8,45.98637710302941
Purasaiwakkam,13.06259064229857,80.26919002119742,2305,124,36.063061358920315,130.1517546276441,303,Winter,12,413.2449331223113,184.7015430046307,28,50,5,45.43083530527585
Saidapet,13.17753082392997,80.26161247479837,3274,95,83.99147527553288,91.81030017413082,344,Winter,5,187.93641270010534,119.13144426686185,40,56,7,56.79911129445616
Kolathur,12.806194832971538,80.2470012720028,1198,116,93.04561827352994,105.5716432416634,251,Rainy,5,467.0192609667854,192.84634479212096,57,54,3,59.490027234883705
Kodambakkam,12.911085279346985,80.19127813163442,4959,136,88.80428007973417,113.59451937140742,358,Summer,19,277.6465931351617,147.84517768409683,52,59,4,59.94387122454992
Medavakkam,12.816322267768662,80.12296745047969,2184,106,48.82280016459772,94.52886289216164,181,Winter,11,359.75799224739865,80.24342909531288,38,81,4,44.084685018837895
Vadapalani,13.122973073734457,80.19098765116001,4687,141,45.04715189331009,74.28892668114447,231,Summer,13,498.9394699072762,94.55216507994537,54,90,6,22.94568261550358
Tambaram,13.11741987415114,80.29156070379611,4329,94,97.40989966807123,91.50017302433504,122,Rainy,8,252.70304712202582,167.03219831238366,35,87,6,21.85315909725325
Anna Nagar,13.006031627435194,80.23764016538195,4410,146,64.68362216061699,120.64763354881927,375,Summer,11,198.36872077556458,77.70175820894372,46,77,8,44.8495844726483
Vadapalani,13.035965360651067,80.10523216538249,4049,82,94.0196884417612,130.9275132818888,445,Summer,7,354.3119108181989,130.4569622667888,45,62,9,42.79319225937721
Thiruvanmiyur,13.054702565147702,80.16096301546841,4717,79,87.12911735129978,137.90226729745655,132,Rainy,9,123.51805144077485,137.0010944702684,18,64,4,47.15878246435835
Porur,12.972943831410262,80.19441392278144,4105,143,83.3870303851707,72.93137402899909,289,Winter,12,401.3479400707621,113.59431843818658,58,62,5,48.6693038959137
Kolathur,12.954136281131866,80.27137213482216,2420,106,92.49665181102165,50.59400101988214,236,Rainy,7,255.5850675826004,142.16255816288012,42,72,9,58.8914867792369
Ambattur,13.067076171383743,80.14315232684518,1525,144,65.22915448841877,141.76815092411536,215,Summer,10,106.16840351340926,76.6132313592606,20,80,2,37.47197632350898
Tambaram,12.933524764197461,80.10682207246178,4876,71,85.02826212219051,134.21066630457335,143,Summer,12,234.48389927386106,189.74959076013593,27,82,6,20.588896888240463
T. Nagar,13.083114681514072,80.23164500821397,4105,128,41.434283453456565,83.55960364466677,381,Summer,16,328.0024043384417,102.88591706868583,57,94,4,25.130052323898017
Medavakkam,13.194033658368522,80.25995580765579,2117,72,35.7415481033524,103.83289840219565,138,Winter,10,359.4612643783212,141.6343415617405,36,85,7,37.48668090294565
Mogappair,13.196953317781691,80.18681833937053,1144,85,87.51375940780059,118.68373669576626,385,Winter,6,376.5629133408022,155.16154939615998,42,79,1,25.95376236452178
Velachery,12.947584251950257,80.22541747348842,2784,126,63.92090189906473,132.38216253236897,275,Winter,11,228.79795232126185,135.4297371758086,41,99,7,43.00395628184472
T. Nagar,12.911263743216953,80.22612490324998,3938,116,77.95069536666503,147.7219624507857,114,Winter,10,137.80286610562501,82.52132850255002,47,60,5,47.003340709397314
Nungambakkam,13.021606190617854,80.25885701898676,2749,77,35.540997593700496,81.02509366827421,432,Rainy,7,288.41284226980235,134.4866559288733,16,68,9,31.34663583457761
Porur,12.925704446870196,80.1640347373039,3583,130,63.84496275755642,96.56614720853476,272,Rainy,18,416.9240708182393,87.25406690600636,22,96,3,22.48284048495192
Kodambakkam,13.129943259459987,80.14220523192051,1405,52,93.31597886234904,59.336014680696195,67,Rainy,14,164.10984625095472,51.574174135134285,49,64,5,41.543284933785
Kolathur,13.167839256716958,80.18998237728032,3880,78,85.20027693447015,143.85023116852423,305,Winter,12,488.10681238467595,63.418256630097915,27,65,6,44.80028481632451
Pallikaranai,13.081755720647918,80.29095542092867,3906,138,60.257286913830164,134.13892295364934,165,Summer,10,262.3881249733313,84.8285709281548,58,81,4,56.394737163365626
Medavakkam,13.096552983960944,80.12311739366459,4422,138,55.90352252284958,93.93823406527345,106,Summer,8,384.74553409818435,195.5640520707331,54,76,9,50.52020122639334
Adyar,12.96515569688132,80.20410997975144,4697,103,47.3023480623192,105.53247606054912,109,Winter,16,450.2014067726802,161.25379546847958,56,99,2,57.25965789350279
Adyar,12.828041098400638,80.29709950104036,2574,60,61.10484453349943,89.4356266675813,360,Winter,16,129.66427406867624,51.579788178771636,58,52,7,44.84632592236764
Porur,13.137459975725097,80.20112439457031,4927,139,92.52581438341272,78.51065251452249,255,Winter,14,435.5906907954876,162.58630759035196,47,79,6,51.05457250920914
T. Nagar,13.018106506750106,80.28922651170643,2122,52,55.93324971022054,51.545223802846266,50,Rainy,18,184.4107464852236,166.35817684596023,38,73,9,42.156593278304065
Ambattur,13.048772285249502,80.2622373730491,3577,107,83.13430703160554,61.97082510278912,288,Winter,6,437.04438518295234,112.67872917467808,26,51,6,38.855252851004884
Adyar,13.062610261559461,80.28962244076135,4469,128,65.48960283884341,74.75916235375247,65,Rainy,15,159.6317288567795,118.39012742723841,49,87,1,26.343792985639695
Egmore,13.025490833818722,80.19296236586045,4695,93,38.618561584671134,120.48418877691735,56,Summer,5,309.37541622015965,181.78105526322722,35,82,1,49.51128124779549
Vadapalani,12.803907501804963,80.1660006236706,1790,144,95.86877884269923,108.23383100557784,432,Summer,11,122.89423613437137,114.05556804706278,32,76,3,39.68950266964351
Ambattur,12.88860488628934,80.19209401855724,1468,105,56.2626480565158,149.68478993464979,423,Rainy,13,232.3165122098833,100.35581452056908,35,88,6,53.048808586404384
Ambattur,12.87933463003951,80.20067843100875,4820,84,61.39800344657784,117.80349071857657,254,Rainy,5,328.457535350497,61.277721480416865,41,51,3,21.268348352486793
T. Nagar,12.975432907260071,80.13876943961797,4159,119,55.34121834753696,99.84257538737458,321,Summer,7,256.1129356929481,198.831759654926,47,63,7,46.85462124376527
Avadi,13.081814277484629,80.2179928453695,4603,74,38.1621829378444,62.88617279174916,188,Winter,12,171.88444713884854,80.34641619136636,47,84,1,37.87564226456402
VIT Chennai,13.121374573260459,80.26586665982249,4388,140,61.710149059965204,52.7325319217603,197,Rainy,18,426.04691119060493,190.66177455095934,57,93,3,39.04744292454811
Teynampet,13.14653045041471,80.27234038162837,4337,113,89.73941968369942,83.36039424820805,297,Summer,6,447.31088579733483,119.50714916458537,56,74,4,41.486184464442786
T. Nagar,12.969156924435262,80.27080334818912,3307,138,89.98282666309018,113.3167201869652,463,Rainy,18,389.84757129187153,122.63278890252377,45,57,8,23.449548414139763
Velachery,12.99091321767964,80.24276668071685,4287,128,46.100681351458235,70.19509551170734,216,Summer,13,451.0525933353372,193.0000918583657,54,95,2,45.84112141297328
Saidapet,12.95943042656369,80.14074517902026,1866,119,40.96666913153769,112.64795600515646,112,Summer,11,161.60432198717044,161.33319449276036,19,95,4,37.077202377652725
Egmore,12.829510968714267,80.11675931145572,3145,56,80.05428389762693,112.0446449982044,163,Summer,8,394.5463372728413,120.14956229154572,23,99,1,23.356675499881902
VIT Chennai,12.911130087692339,80.23099095475028,4360,150,91.12643433052298,71.57307345610916,367,Winter,7,444.82267759512035,81.83645760508121,34,89,3,48.35268549787901
Thoraipakkam,12.95039435170767,80.16061689115149,3320,100,61.834995032232705,122.41677915169133,218,Summer,11,308.0070805002594,52.66998112549506,24,72,5,42.25626311081645
Sholinganallur,12.88033637407768,80.20755151500299,4966,106,32.557110789192805,90.210415765815,219,Rainy,8,349.78151351674404,172.9943683322814,26,75,2,35.82888026514581
Perambur,13.044646416277066,80.13330432451693,4818,103,50.11716141476812,107.7491272563823,147,Summer,17,190.34660727179525,50.150690415009464,41,77,2,57.184628166610686
Egmore,13.153576340215796,80.12237600972743,2606,70,91.04225104391719,67.62277923416045,360,Summer,8,374.3176411819464,119.62750911164667,50,56,4,36.66857582860643
Ambattur,13.12390624242697,80.28378766651991,4716,72,61.5265126934393,75.48716528874957,398,Summer,14,284.32744145127776,159.07357107836685,39,72,4,22.72874909723243
Thoraipakkam,13.027417214565766,80.23140950671728,4576,122,81.4455562663415,80.07071931748897,56,Summer,12,115.68845248433605,160.40513117515337,21,56,4,22.899538005738293
Chromepet,13.091828994148097,80.23891054323352,3540,92,59.612862029457744,124.6582391905183,52,Winter,9,196.77518458291547,62.580217503459735,53,85,3,55.757802234540776
Egmore,12.995607729099271,80.1040874866228,3297,98,67.73105381012687,130.31167256199603,55,Summer,6,394.0783875312207,79.05045833352092,46,92,5,31.63946746721304
Pallikaranai,12.995344343403861,80.1716863658106,2404,68,72.70709227356564,53.226069954291965,353,Rainy,6,433.8577679446698,61.00846892165451,40,53,1,29.588555457079245
Tambaram,13.057306099985114,80.21136853733454,4036,63,90.75439945296674,136.8399852316055,356,Rainy,19,155.5673261572157,125.53404833544455,37,78,1,41.125391328203236
T. Nagar,13.119278022841089,80.11378705125338,3997,107,69.07209486633296,126.68051464120244,62,Rainy,7,267.2969433961009,59.87243738886898,33,70,1,54.169122915968096
Thiruvanmiyur,13.139581958778717,80.13305128698849,2875,110,34.1319917024354,111.44727174290715,198,Summer,7,482.64398960140807,133.61324611585582,21,68,3,54.48813366546621
Porur,13.131338992710289,80.24604435647164,4112,79,66.54951943545598,97.70959994462342,396,Winter,9,476.2072219586818,50.15556420415986,40,54,4,55.83845123691117
Villivakkam,12.95755547100238,80.16088978136708,4185,122,92.79480930113078,81.84181154657985,491,Winter,10,216.37534253744803,66.4169343689639,48,59,7,30.833705394395583
Triplicane,13.113600651005074,80.13652307552563,3699,143,54.71304651632405,62.27924644419271,381,Winter,16,131.36953049086787,196.24511495430878,17,53,2,58.906243171999996
Triplicane,12.98147657229045,80.10971303974512,4716,111,35.9109489513191,119.00047700512589,486,Summer,19,284.2779058110085,176.35359980696785,50,60,3,39.4112373548888
Egmore,12.959394920381811,80.11401654347334,4490,111,96.02440253703502,58.93107838318292,127,Winter,5,369.2962128869217,155.12333415817346,37,90,8,27.18791050912263
Mogappair,13.192796129954052,80.17042662356481,1584,50,56.10031284139797,95.51670573608679,407,Winter,17,347.5930580775986,144.59309298002103,29,77,7,26.979346165715178
Sholinganallur,12.832060091418859,80.10259656735528,3499,105,71.05005977739802,59.223977126220184,330,Rainy,16,200.69503894578992,147.57078745953936,56,75,3,34.043838596401514
Vadapalani,12.970137511687245,80.23876932896442,2290,145,49.18636689159851,95.27946523428393,300,Summer,18,200.83733160367876,83.52523246395481,26,76,9,23.966994031427884
Mogappair,13.178371107705887,80.29771155933305,3899,58,93.4326460265568,75.76618988168153,420,Summer,8,277.536184531059,91.33167281232524,26,73,9,54.942219026787534
Thiruvanmiyur,13.088354217815935,80.11734804203802,2296,85,38.05453957211409,144.62702149873633,387,Winter,16,275.3485492134785,163.53228530876942,39,98,9,48.06152783660362
